game,id,hours,last_played,metascore,userscore,wilsonscore,sdbrating,userscore_count,release_date,win,mac,linux,steam deck,captions available,co-op,co-op any,commentary available,controller support any,cross-platform multiplayer,downloadable content,early access,family sharing,full controller support,geforce now,has_demo,hdr available,in-app purchases,includes level editor,includes source sdk,lan co-op,lan pvp,mmo,mods,multi-player,multiplayer any,online co-op,online multi-player,online pvp,partial controller support,ps4 controllers,ps5 controllers,remote play any,remote play on phone,remote play on tablet,remote play on tv,remote play together,shared/split screen,shared/split screen co-op,shared/split screen pvp,single-player,stats,steam achievements,steam cloud,steam input api,steam leaderboards,steam timeline,steam trading cards,steam turn notifications,steam workshop,steamvr collectibles,tracked controller support,valve anti-cheat enabled,wsgf 4k,wsgf mm,wsgf uw,wsgf ws,htc vive,oculus rift,seated,vr any,vr only,vr supported,afrikaans,albanian,amharic,arabic,armenian,assamese,azerbaijani,bangla,basque,belarusian,bosnian,bulgarian,catalan,cherokee,croatian,czech,danish,dari,dutch,english,estonian,filipino,finnish,french,galician,georgian,german,greek,gujarati,hausa,hebrew,hindi,hungarian,icelandic,igbo,indonesian,irish,italian,japanese,k'iche',kannada,kazakh,khmer,kinyarwanda,konkani,korean,kyrgyz,latvian,lithuanian,luxembourgish,macedonian,malay,malayalam,maltese,maori,marathi,mongolian,nepali,norwegian,odia,persian,polish,portuguese,portuguese - brazil,portuguese - portugal,portuguese-brazil,punjabi (gurmukhi),punjabi (shahmukhi),quechua,romanian,russian,scots,serbian,simplified chinese,sindhi,sinhala,slovak,slovenian,sorani,sotho,spanish,spanish - latin america,spanish - spain,swahili,swedish,tajik,tamil,tatar,telugu,thai,tigrinya,traditional chinese,tswana,turkish,turkmen,ukrainian,urdu,uyghur,uzbek,valencian,vietnamese,welsh,wolof,xhosa,yoruba,zulu,1980s,1990's,2.5d,2d,2d fighter,2d platformer,360 video,3d,3d fighter,3d platformer,3d vision,4 player local,4x,6dof,abstract,action,action roguelike,action rpg,action rts,action-adventure,addictive,adventure,agriculture,aliens,alternate history,ambient,america,animation & modeling,anime,arcade,archery,arena shooter,artificial intelligence,assassin,asynchronous multiplayer,atmospheric,auto battler,automation,automobile sim,base building,based on a novel,basketball,battle royale,beat 'em up,beautiful,benchmark,bikes,blood,board game,boomer shooter,boss rush,building,bullet hell,bullet time,capitalism,card battler,card game,cartoon,cartoony,casual,cats,character action game,character customization,chess,choices matter,choose your own adventure,cinematic,city builder,class-based,classic,clicker,co-op,co-op campaign,cold war,collectathon,colony sim,colorful,combat,combat racing,comedy,comic book,competitive,conspiracy,controller,conversation,cooking,cozy,crafting,creature collector,crime,crowdfunded,crpg,cult classic,cute,cyberpunk,cycling,dark,dark comedy,dark fantasy,dark humor,dating sim,deckbuilding,demons,design & illustration,destruction,detective,difficult,dinosaurs,diplomacy,dog,dragons,drama,driving,dungeon crawler,dungeons & dragons,dwarf,dynamic narration,dystopian,early access,economy,education,elf,emotional,epic,episodic,escape room,esports,experience,experimental,exploration,extraction shooter,faith,family friendly,fantasy,farming,farming sim,fast-paced,female protagonist,fighting,first-person,fishing,flight,fmv,football (american),football (soccer),foreign,fox,fps,free to play,funny,futuristic,gambling,game development,gamemaker,games workshop,gaming,god game,gore,gothic,grand strategy,great soundtrack,grid-based movement,gun customization,hack and slash,hacking,hand-drawn,heist,hentai,hero shooter,hex grid,hidden object,historical,horror,horses,hunting,idler,illuminati,immersive,immersive sim,indie,intentionally awkward controls,interactive fiction,inventory management,investigation,isometric,jet,jrpg,jump scare,kickstarter,lego,level editor,lgbtq+,life sim,linear,local co-op,local multiplayer,logic,loot,looter shooter,lore-rich,lovecraftian,magic,management,mars,martial arts,massively multiplayer,mature,mechs,medical sim,medieval,memes,metroidvania,military,minigames,minimalist,mining,mmorpg,moba,mod,moddable,modern,motorbike,mouse only,movie,multiplayer,multiple endings,music,music-based procedural generation,musou,mystery,mystery dungeon,mythology,narration,narrative,nature,naval,naval combat,ninja,noir,nonlinear,nostalgia,nsfw,nudity,offroad,old school,online co-op,open world,open world survival craft,outbreak sim,parkour,parody,party,party game,party-based rpg,perma death,philosophical,photo editing,physics,pirates,pixel graphics,platformer,point & click,political,political sim,politics,post-apocalyptic,precision platformer,procedural generation,programming,psychedelic,psychological,psychological horror,puzzle,puzzle platformer,pve,pvp,quick-time events,racing,real time tactics,real-time,real-time with pause,realistic,reboot,relaxing,remake,replay value,resource management,retro,rhythm,robots,roguelike,roguelike deckbuilder,roguelite,roguevania,romance,rome,rpg,rpgmaker,rts,runner,sailing,sandbox,satire,sci-fi,science,score attack,sequel,sexual content,shoot 'em up,shooter,shop keeper,short,side scroller,silent protagonist,simulation,singleplayer,skateboarding,skating,skiing,sniper,snow,snowboarding,social deduction,software,software training,solitaire,souls-like,soundtrack,space,space sim,spaceships,spectacle fighter,split screen,sports,stealth,steampunk,story rich,strategy,strategy rpg,stylized,submarine,superhero,supernatural,surreal,survival,survival horror,swordplay,tabletop,tactical,tactical rpg,tanks,team-based,tennis,text-based,third person,third-person shooter,thriller,time attack,time management,time manipulation,time travel,top-down,top-down shooter,touch-friendly,tower defense,trackir,trading,trading card game,traditional roguelike,trains,transhumanism,transportation,trivia,turn-based,turn-based combat,turn-based strategy,turn-based tactics,tutorial,twin stick shooter,typing,underground,underwater,unforgiving,utilities,vampire,vehicular combat,vikings,villain protagonist,violent,visual novel,voice control,voxel,vr,walking simulator,war,wargame,warhammer 40k,web publishing,well-written,werewolves,western,wholesome,word game,world war i,world war ii,zombies
.hack//G.U. Last Recode,525480,6.416666666666667,,69,87,86,84,3036,2017-11-03,x,,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,x,,,x,,,x,,,,,x,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100% Orange Juice,282800,,,,93,93,91,14057,2013-09-10,x,,x,x,,,x,,x,,,,x,,,x,,,,,,,,,,x,x,,x,x,,,,,,,,,,,x,x,x,x,,x,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,x,,,,,,,,x,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,x,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953 - KGB Unleashed,248490,0.016666666666666666,,,62,56,60,198,2013-09-20,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
7 Days to Die,251570,6.783333333333333,,,88,88,87,234030,2024-07-25,x,x,x,x,,,x,,x,x,,,x,x,x,,,,x,,x,x,,,,x,x,,x,,x,x,x,,x,x,,,,,x,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,x,,x,,,,,,,x,,,x,,,,,,,,x,x,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,x,x,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x
[NINJA GAIDEN: Master Collection] NINJA GAIDEN 3: Razor's Edge,1369760,,,,70,68,68,1082,2021-06-09,x,,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,x,x,x,,,,,,,,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
[NINJA GAIDEN: Master Collection] NINJA GAIDEN Σ,1580780,,,,82,80,79,1751,2021-06-09,x,,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,x,x,x,,,,,,,,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
[NINJA GAIDEN: Master Collection] NINJA GAIDEN Σ2,1580790,,,,76,74,73,1209,2021-06-09,x,,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,x,x,x,,,,,,,,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
A Guidebook of Babel,1467920,,,,95,93,89,662,2023-08-02,x,x,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Plague Tale: Requiem,1182900,,,82,91,91,89,13958,2022-10-17,x,,,x,,,,,x,,,,x,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,x,x,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,,,,,,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,x,,x,,,,,,,x,,,x,,,,,,,,x,x,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,x,,x,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Story About My Uncle,278360,,,73,92,92,90,12024,2014-05-28,x,x,x,x,,,,,x,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,,,,x,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
